respondent_state,investor_home_state,economic_sector,economic_subsector,summary_of_dispute,amount_claimed_raw,year,amount_claimed_musd,respondent_state_iso3,investor_home_state_iso3,sector_A,sector_B,sector_C,sector_D,sector_E,sector_F,sector_G,sector_H,sector_I,sector_J,sector_K,sector_L,sector_M,sector_N,sector_O
"Venezuela, Bolivarian Republic of",Barbados,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of the Government’s refusal to grant the claimant’s request to sell its stake in Petroritupano to a third party as well as other alleged wrongful conduct related to Petroritupano, a mixed company controlled by state-owned Corporación Venezolana de Petróleo (CVP). According to the claimant, CVP and Petróleos de Venezuela S.A. (PDVSA) manipulated Petroritupano’s finances and failed to pay the share of dividends to the claimant.",Data not available,2013,,VEN,BRB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,Germany,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",198.50 CZK (8.60 USD),2013,8.6,CZE,DEU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canada,United States of America,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of a moratorium imposed by the Government of Ontario on offshore wind farms that indefinitely suspended claimant's investment project in this sector.,568.50 CAD (522.10 USD),2013,522.1,CAN,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Canada,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government's alleged failure to observe its contractual obligations, including the granting of an export license to WWM to market Kazakh uranium internationally, which allegedly led WWM to suspend operations at its Kazakh facility and resulted in the bankruptcy, confiscation and forced sale of its local assets.",1653.00 USD,2013,1653.0,KAZ,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Luxembourg,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,Claims arising out of the Government’s alleged illegal expropriation of claimant’s investments in Yukos Oil Company.,13000.00 USD,2013,13000.0,RUS,LUX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,United Kingdom,J - Information and communication,60 - Programming and broadcasting activities,"Claims arising out of the alleged expropriation of claimants' investments in nationwide FM-frequency radio-broadcasting licenses in Hungary, through the Government's decision to award the radio-broadcasting frequencies formerly held by claimants to a third party.",Data not available,2012,,HUN,GBR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pakistan,United Kingdom,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged Government interference in operations at a gas import terminal at Port Qasim, leading to the alleged expropriation of claimant's liquid petroleum gas infrastructure in Karachi.",70.00 USD,2012,70.0,PAK,GBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Egypt,"United States of America;
Germany","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of alleged breaches of a long term contract for the supply of natural gas between the parties, including the prolonged interruption of gas supply and failure to deliver the agreed volume of gas.",535.10 USD,2012,535.1,EGY,DEU; USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United States of America,Canada,C - Manufacturing,21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Claims arising out of alleged injuries from ""Import Alerts"" issued by the U.S. Food and Drug Administration concerning two of Apotex’s Canadian manufacturing facilities.",1500.00 USD,2012,1500.0,USA,CAN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,France,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of legislative amendments passed by the Government that allegedly gave tax authorities priority over the secured claims of financial institutions, among other measures, which the claimant considered to be designed specifically to target the two commercial banks in which it had invested.",186.00 USD,2012,186.0,GEO,FRA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Venezuela, Bolivarian Republic of",Barbados,"I - Accommodation and food service activities;
Tertiary - N - Administrative and support service activities","55 - Accommodation;
79 - Travel agency, tour operator, reservation service and related activities","Claims arising out of the alleged indirect expropriation of certain tourism and hospitality facilities rehabilitated by the claimant through intermediary corporations that had been granted concessions to develop and to operate them, including the alleged denial of permits and the subsequent termination of the relevant concession agreements.",200.00 USD,2012,200.0,VEN,BRB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Moldova, Republic of",Russian Federation,C - Manufacturing,20 - Manufacture of chemicals and chemical products,"Claims arising out of alleged tax and environmental policy modifications which adversely affected the claimant's operation of a local company involved in the production and sale of paints, varnishes and similar products in Moldova.",1.50 MDL (0.12 USD),2012,0.12,MDA,RUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Türkiye,F - Construction,41 - Construction of buildings,"Claims arising out of a series of governmental measures that allegedly led to the unlawful expropriation of claimants' construction projects in Turkmenistan, including defaulted payments and the termination of some of the contracts at issue before domestic courts.",413.00 USD,2012,413.0,TKM,TUR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spain,"Luxembourg;
Netherlands","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector.,17.80 EUR (20.70 USD),2012,20.7,ESP,LUX; NLD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indonesia,"United Kingdom;
Australia",B - Mining and quarrying,5 - Mining of coal and lignite,Claims arising out of the unilateral revocation by the Government of mining licenses in which the claimants held interests.,1315.00 USD,2012,1315.0,IDN,AUS; GBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Portugal,C - Manufacturing,10 - Manufacture of food products,Claims arising out of the bankruptcy of a Hungarian baking company in which the claimant had invested and the alleged mishandling by Hungary's authorities of an insolvency process.,47.90 EUR (54.50 USD),2012,54.5,HUN,PRT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Mauritius,J - Information and communication,61 - Telecommunications,"Claims arising out of the alleged Government's cancellation of an agreement to lease capacity in the S-Band, part of the electromagnetic spectrum, for claimants' subsidiary to launch two satellites to provide multimedia services to mobile users across India.",580.00 USD,2012,580.0,IND,MUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Latvia,Lithuania,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the early termination of a lease agreement by the authorities of Rezekne, followed by the alleged nationalization of a heating and hot water supply system in which the claimant had invested.",9.80 EUR (11.70 USD),2012,11.7,LVA,LTU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Netherlands;
Switzerland",J - Information and communication,60 - Programming and broadcasting activities,"Claims arising out of the alleged expropriation of claimants' investments in nationwide FM-frequency radio-broadcasting licenses in Hungary, through the Government's decision to award the radio-broadcasting frequencies formerly held by claimants to a third party.",Data not available,2012,,HUN,CHE; NLD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poland,Netherlands,C - Manufacturing,32 - Other manufacturing,Claims arising out of alleged threats made by the Respondent to expropriate the claimant’s investment in its Polish subsidiary.,Data not available,2012,,POL,NLD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Netherlands,C - Manufacturing,23 - Manufacture of other non-metallic mineral products,Claims arising out of the alleged expropriation of two glass manufacturing companies in which the claimants had invested.,1033.10 USD,2012,1033.1,VEN,NLD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Spain,C - Manufacturing,10 - Manufacture of food products,"Claims arising out of Government authorities’ alleged administrative takeover, occupation and confiscation of goods of two companies in which the claimants had invested.",550.70 USD,2012,550.7,VEN,ESP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Italy,C - Manufacturing,24 - Manufacture of basic metals,"Claims arising out of a series of measures by the respondent allegedly in breach of its obligations under certain privatisation agreement concerning a steel plant in which the claimants had invested, leading to its liquidation.",30.00 USD,2012,30.0,ROU,ITA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Austria,C - Manufacturing,10 - Manufacture of food products,Claims arising out of disagreements over claimants' title to agricultural and grazing land for the investor's meat processing business in Croatia that led to unsuccessful domestic litigation for Mr. Gavrilovic and his company and the alleged subsequent statutory expropriation of his lands and commercial properties.,198.20 EUR (231.80 USD),2012,231.8,HRV,AUT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Russian Federation,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged forced sale of Gazprom's stake in Lietuvos Dujos, Lithuania's gas distribution company, in the context of an EU-mandated gas market reform.",Data not available,2012,,LTU,RUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Algeria,Germany,"E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply",Claims arising out of the early termination of claimant's water management contract by the Government due to an alleged lack of progress in the firm's investment programme.,23.00 USD,2012,23.0,DZA,DEU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Spain,F - Construction,41 - Construction of buildings,Claims arising out of the termination of a project for the construction of housing and sports facilities in Equatorial Guinea.,450.00 EUR (600.00 USD),2012,600.0,GNQ,ESP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Macedonia,Netherlands,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the closure of the claimant’s bank accounts at Stopanska Banka on money laundering grounds, arrest of one of the claimant’s directors for money laundering and disclosure of this information to the public.",20.00 USD,2012,20.0,MKD,NLD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spain,"Venezuela, Bolivarian Republic of","F - Construction;
Tertiary - L - Real estate activities","41 - Construction of buildings;
68 - Real estate activities","Claims arising out of the non-approval of an urbanistic plan for the development of a residential complex in Madrid, after allegedly receiving incentives from the municipality of Madrid to carry out the investment.",25.00 EUR (30.70 USD),2012,30.7,ESP,VEN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Peru,Spain,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the modification of tender rules by Peru concerning the construction of an electrical transmission line allegedly designed to prevent further participation by the claimant after it had initially qualified, by requiring Isolux a higher bank guarantee as opposed to that required from other bidders.",Data not available,2012,,PER,ESP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lao People's Democratic Republic,Netherlands,"I - Accommodation and food service activities;
Tertiary - R - Arts, entertainment and recreation","55 - Accommodation;
92 - Gambling and betting activities","Claims arising out of multiplicity of the Government’s actions, including an 80% tax on casino revenues and allegedly unfair and oppressive audits of the claimant’s Savan Vegas Hotel and Casino. Subsequent to a settlement reached in this case in 2014, the claimant further alleged material breaches of the settlement agreement by the Government and infringement of the claimant’s gambling monopoly rights.",1000.00 USD,2012,1000.0,LAO,NLD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
